 38:17:C3:1F:22:33, 38:17:C3:1F:22:24, 80:8D:B7:55:3A:53, 44:48:C1:A5:82:23, 80:8D:B7:55:3A:44, 44:48:C1:A5:82:32, B4:5D:50:E1:92:34, B4:5D:50:E1:92:25, 38:17:C3:19:55:54, 38:17:C3:19:45:B3, 38:17:C3:19:45:A4, 00:4E:35:DE:E1:11, 30:E1:71:D9:9E:8C, 20:A6:CD:50:24:A2, 38:17:C3:19:D7:62, 38:17:C3:1F:01:82, 80:8D:B7:55:39:D4, B4:5D:50:E1:96:51, 80:8D:B7:55:25:E4, 80:8D:B7:55:25:F3, 00:4E:35:DF:06:51, 20:A6:CD:42:0B:E3, 38:17:C3:1F:0E:12, 38:17:C3:1F:0E:03, 80:8D:B7:55:35:14, 80:8D:B7:55:35:05, 38:17:C3:1F:22:34, 80:8D:B7:55:3A:54, 44:48:C1:A5:82:24, B4:5D:50:E1:92:35, EA:9E:B4:53:24:54, 20:A6:CD:50:24:B2, 38:17:C3:19:45:B4, 00:4E:35:DE:E1:03, 20:A6:CD:50:24:A3, 38:17:C3:19:D7:72, 38:17:C3:19:D7:63, 38:17:C3:1F:01:83, 38:17:C3:1F:01:92, 80:8D:B7:55:25:F4, B4:5D:50:E1:96:52, 80:8D:B7:55:25:E5, 80:8D:B7:55:39:C2, 00:4E:35:DF:06:43, 38:17:C3:1F:0E:13, 38:17:C3:1F:0E:04, 80:8D:B7:55:35:15, 06:F3:82:CF:14:7C, 44:48:C1:A5:82:34, 80:8D:B7:55:35:02, 38:17:C3:1E:FF:12, 80:8D:B7:55:3A:42, B4:5D:50:E1:92:32, 20:A6:CD:50:24:B3, 20:A6:CD:50:24:A4, 38:17:C3:19:55:52, 00:4E:35:DE:E1:04, 00:4E:35:DE:E1:13, 38:17:C3:19:D7:73, 38:17:C3:19:D7:64, 38:17:C3:1F:01:84, 38:17:C3:1F:01:93, B4:5D:50:E1:92:23, 80:8D:B7:55:25:F5, B4:5D:50:E1:96:53, 80:8D:B7:55:39:D2, 80:8D:B7:55:39:C3, 00:4E:35:DF:06:44, 00:4E:35:DF:06:53, 38:17:C3:1F:0E:14, 80:8D:B7:55:35:12, 80:8D:B7:55:35:03, 38:17:C3:1E:FF:13, 38:17:C3:1E:FF:04, 38:17:C3:1F:22:32, 38:17:C3:1F:22:23, 80:8D:B7:55:3A:52, 80:8D:B7:55:3A:43, 44:48:C1:A5:82:22, B4:5D:50:E1:92:33, B4:5D:50:E1:92:24, 20:A6:CD:50:24:B4, 38:17:C3:19:55:44, 38:17:C3:19:45:B2, 38:17:C3:19:55:53, 00:4E:35:DE:E1:14, 38:17:C3:1F:01:94, 38:17:C3:19:D7:74, 80:8D:B7:55:39:D3, B4:5D:50:E1:96:50, 80:8D:B7:55:25:E3, 80:8D:B7:55:39:C4, 00:4E:35:DF:06:54, 00:4E:35:DF:06:41, 80:8D:B7:55:25:F2, 38:17:C3:1F:0E:02, 80:8D:B7:55:35:13, 80:8D:B7:55:35:04, 38:17:C3:1E:FF:14,label, 80:8D:B7:55:4D:12, 80:8D:B7:55:4D:13, 80:8D:B7:55:4D:14, D6:26:A4:0D:C8:97, 80:8D:B7:55:4D:02, 80:8D:B7:55:4D:03, 80:8D:B7:55:4D:04, 48:F8:B3:3B:76:5A, 44:48:C1:91:95:B1, 44:48:C1:91:95:B3, 44:48:C1:91:95:B4, 44:48:C1:A5:82:33, 44:48:C1:91:95:B5, 80:8D:B7:55:25:E2, 38:17:C3:1E:FF:02, 38:17:C3:1E:FF:03, B4:5D:50:E1:92:22, 40:3F:8C:E5:4A:A9, 38:17:C3:19:55:43, 00:4E:35:DE:E1:01, 38:17:C3:1F:08:53, 38:17:C3:1F:08:54, 38:17:C3:19:55:42, 40:3F:8C:E5:4A:A8, 38:17:C3:1F:08:44, B4:5D:50:E1:96:43, 38:17:C3:1F:08:43, 52:3F:8C:E5:4A:A9, 38:17:C3:1F:08:42, 38:17:C3:1F:09:83, 38:17:C3:1F:22:22, 38:17:C3:19:45:A2, A8:BD:27:4C:BD:22, 00:4E:35:DE:D7:53, 00:4E:35:DE:D7:54, A8:BD:27:4C:BD:33, 00:4E:35:DE:D7:55, 00:4E:35:DE:D7:51, A8:BD:27:4C:BD:34, A8:BD:27:4C:BD:32, A8:BD:27:4C:BD:24, 00:4E:35:DF:0E:11, 00:4E:35:DF:0E:13, 00:4E:35:DF:0E:14, 38:17:C3:19:71:93, 38:17:C3:19:71:94, 38:17:C3:19:71:92, 38:17:C3:19:71:84, 00:4E:35:DE:D7:44, 00:4E:35:DE:D7:43, 38:17:C3:1F:08:52, A8:BD:27:4C:BD:23, 00:4E:35:DE:D7:45, 38:17:C3:19:71:83, 38:17:C3:19:71:82, 00:4E:35:DE:D7:41, DE:72:23:DA:42:FF, 38:17:C3:1E:FC:B2, 38:17:C3:1E:FC:B3, 80:8D:B7:55:29:C2, 80:8D:B7:55:29:C3, 00:4E:35:DF:0E:04, 38:17:C3:1E:FC:B4, 38:17:C3:1E:FC:A2, 38:17:C3:1E:FC:A4, 38:17:C3:1E:FC:A3, 00:4E:35:DF:0E:03, 00:4E:35:DF:0E:01, 28:38:5C:2D:65:76, 38:17:C3:19:45:A3, 38:17:C3:1F:09:92, 38:17:C3:1F:09:93, 38:17:C3:1F:09:94, 38:17:C3:1F:09:95, 20:A6:CD:42:0B:F3, 62:E6:F0:E3:F9:1E, 20:A6:CD:42:0B:F5,x,y
-100.0,-100.0,-71.0,-66.0,-77.0,-59.0,-78.0,-92.0,-85.0,-90.0,-100.0,-85.0,-88.0,-100.0,-100.0,-90.0,-58,-100.0,-82.0,-81.0,-81.0,-100.0,-73.0,-76.0,-72,-78.0,-100.0,-71.0,-66.0,-80.0,-69,-100.0,-100.0,-100.0,-100.0,-82.0,-90.0,-100.0,-100.0,-81.0,-100.0,-82.0,-60.0,-85.0,-73.0,-76.0,-72,-96.0,-58.0,-73.0,-100.0,-74.0,-79.0,-91.0,-100.0,-86.0,-88.0,-85.0,-83.0,-90.0,-100.0,-100.0,-84.0,-81.0,-100.0,-55,-60.0,-87.0,-81.0,-73.0,-72.0,-76,-100.0,-100.0,-100.0,-100.0,-71.0,-77.0,-67.0,-80.0,-92.0,-90.0,-89.0,-90.0,-85.0,-85.0,-100.0,-81.0,-55,-100.0,-83.0,-59.0,-81.0,-100.0,-81.0,-76.0,-72.0,-73.0,-100.0,22,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-59.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-90.0,-100.0,-100.0,-100.0,-91.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,572.4
-100.0,-100.0,-69.0,-61.0,-75.0,-58.0,-79.0,-87.0,-81.0,-100.0,-100.0,-83.0,-93.0,-91.0,-85.0,-100.0,-52,-100.0,-84.0,-81.0,-79.0,-100.0,-77.0,-75.0,-72,-79.0,-100.0,-70.0,-76.0,-79.0,-68,-88.0,-100.0,-100.0,-100.0,-89.0,-86.0,-100.0,-100.0,-81.0,-100.0,-83.0,-58.0,-76.0,-77.0,-75.0,-72,-100.0,-58.0,-78.0,-100.0,-78.0,-79.0,-88.0,-100.0,-81.0,-89.0,-84.0,-89.0,-85.0,-100.0,-100.0,-84.0,-81.0,-100.0,-55,-58.0,-100.0,-79.0,-77.0,-73.0,-77,-100.0,-100.0,-100.0,-100.0,-70.0,-77.0,-60.0,-79.0,-87.0,-89.0,-88.0,-100.0,-81.0,-83.0,-100.0,-89.0,-55,-100.0,-82.0,-58.0,-79.0,-100.0,-81.0,-75.0,-72.0,-80.0,-100.0,23,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-90.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,586.6
-100.0,-100.0,-72.0,-61.0,-76.0,-58.0,-79.0,-86.0,-84.0,-100.0,-100.0,-84.0,-92.0,-91.0,-87.0,-100.0,-52,-100.0,-85.0,-79.0,-81.0,-100.0,-77.0,-77.0,-73,-82.0,-100.0,-72.0,-61.0,-79.0,-69,-88.0,-100.0,-88.0,-100.0,-88.0,-86.0,-100.0,-100.0,-79.0,-100.0,-85.0,-60.0,-86.0,-77.0,-77.0,-73,-100.0,-58.0,-79.0,-100.0,-74.0,-79.0,-88.0,-100.0,-84.0,-88.0,-84.0,-86.0,-87.0,-100.0,-100.0,-84.0,-79.0,-100.0,-53,-60.0,-87.0,-81.0,-77.0,-73.0,-80,-100.0,-100.0,-100.0,-100.0,-72.0,-76.0,-61.0,-79.0,-87.0,-89.0,-86.0,-100.0,-84.0,-84.0,-100.0,-85.0,-53,-100.0,-82.0,-60.0,-81.0,-86.0,-79.0,-76.0,-73.0,-82.0,-100.0,24,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-58.0,-88.0,-85.0,-100.0,-100.0,-100.0,-100.0,-86.0,-88.0,-100.0,-100.0,-86.0,-100.0,-89.0,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-100.0,-93.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,600.8000000000001
-100.0,-100.0,-70.0,-62.0,-76.0,-53.0,-82.0,-87.0,-81.0,-100.0,-100.0,-76.0,-89.0,-100.0,-87.0,-100.0,-55,-100.0,-85.0,-78.0,-77.0,-100.0,-80.0,-79.0,-76,-78.0,-100.0,-70.0,-62.0,-82.0,-73,-100.0,-100.0,-84.0,-100.0,-85.0,-87.0,-100.0,-100.0,-79.0,-100.0,-85.0,-62.0,-81.0,-80.0,-79.0,-76,-92.0,-53.0,-76.0,-100.0,-76.0,-82.0,-100.0,-100.0,-81.0,-100.0,-76.0,-85.0,-87.0,-100.0,-100.0,-84.0,-79.0,-100.0,-56,-62.0,-81.0,-77.0,-80.0,-76.0,-76,-100.0,-100.0,-100.0,-100.0,-70.0,-76.0,-62.0,-82.0,-86.0,-100.0,-89.0,-100.0,-81.0,-76.0,-100.0,-85.0,-56,-100.0,-83.0,-67.0,-77.0,-81.0,-79.0,-80.0,-76.0,-78.0,-100.0,25,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-53.0,-100.0,-84.0,-100.0,-100.0,-88.0,-100.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,615.0000000000001
-100.0,-100.0,-73.0,-62.0,-76.0,-54.0,-79.0,-87.0,-83.0,-100.0,-100.0,-79.0,-90.0,-100.0,-86.0,-100.0,-56,-100.0,-84.0,-79.0,-77.0,-100.0,-76.0,-81.0,-76,-78.0,-100.0,-72.0,-62.0,-79.0,-94,-100.0,-100.0,-100.0,-100.0,-84.0,-86.0,-100.0,-100.0,-79.0,-100.0,-83.0,-66.0,-82.0,-76.0,-81.0,-76,-93.0,-54.0,-80.0,-100.0,-76.0,-79.0,-100.0,-100.0,-83.0,-83.0,-78.0,-86.0,-86.0,-100.0,-100.0,-85.0,-79.0,-100.0,-56,-66.0,-82.0,-77.0,-76.0,-76.0,-79,-100.0,-100.0,-100.0,-100.0,-73.0,-76.0,-62.0,-79.0,-87.0,-100.0,-91.0,-100.0,-82.0,-79.0,-100.0,-86.0,-56,-100.0,-81.0,-66.0,-77.0,-83.0,-79.0,-81.0,-76.0,-80.0,-100.0,26,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-54.0,-100.0,-84.0,-100.0,-100.0,-87.0,-100.0,-90.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,629.2000000000002
-100.0,-100.0,-73.0,-68.0,-73.0,-61.0,-75.0,-85.0,-79.0,-100.0,-100.0,-80.0,-92.0,-100.0,-91.0,-100.0,-64,-89.0,-81.0,-79.0,-80.0,-100.0,-78.0,-81.0,-78,-79.0,-100.0,-74.0,-68.0,-76.0,-75,-100.0,-100.0,-85.0,-100.0,-88.0,-89.0,-100.0,-92.0,-78.0,-100.0,-81.0,-67.0,-77.0,-78.0,-81.0,-78,-89.0,-61.0,-80.0,-100.0,-73.0,-76.0,-91.0,-100.0,-78.0,-85.0,-80.0,-89.0,-89.0,-100.0,-100.0,-100.0,-78.0,-92.0,-61,-69.0,-77.0,-80.0,-78.0,-78.0,-77,-100.0,-100.0,-100.0,-100.0,-74.0,-73.0,-69.0,-76.0,-86.0,-90.0,-88.0,-100.0,-79.0,-80.0,-100.0,-89.0,-61,-89.0,-82.0,-67.0,-80.0,-77.0,-79.0,-81.0,-78.0,-80.0,-100.0,27,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-96.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-98.0,-87.0,-85.0,-100.0,-100.0,-87.0,-100.0,-91.0,-100.0,-92.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-89.0,-89.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,643.4000000000002
-100.0,-100.0,-69.0,-75.0,-71.0,-70.0,-81.0,-89.0,-76.0,-100.0,-100.0,-75.0,-93.0,-100.0,-88.0,-100.0,-64,-100.0,-84.0,-80.0,-77.0,-100.0,-74.0,-81.0,-76,-76.0,-100.0,-69.0,-75.0,-81.0,-78,-100.0,-100.0,-85.0,-100.0,-85.0,-88.0,-100.0,-100.0,-80.0,-100.0,-84.0,-71.0,-81.0,-74.0,-80.0,-77,-89.0,-70.0,-76.0,-100.0,-71.0,-81.0,-100.0,-100.0,-76.0,-85.0,-75.0,-85.0,-88.0,-100.0,-100.0,-88.0,-80.0,-100.0,-65,-71.0,-81.0,-76.0,-74.0,-77.0,-75,-100.0,-100.0,-100.0,-100.0,-69.0,-71.0,-75.0,-81.0,-89.0,-100.0,-89.0,-89.0,-76.0,-75.0,-100.0,-85.0,-65,-100.0,-82.0,-71.0,-77.0,-81.0,-80.0,-81.0,-76.0,-76.0,-100.0,28,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-84.0,-100.0,-100.0,-90.0,-100.0,-89.0,-86.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-89.0,-89.0,-88.0,-90.0,-90.0,-90.0,-100.0,-100.0,-98.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,657.6000000000003
-100.0,-92.0,-70.0,-73.0,-73.0,-71.0,-80.0,-100.0,-75.0,-90.0,-100.0,-74.0,-94.0,-100.0,-88.0,-100.0,-64,-100.0,-83.0,-83.0,-76.0,-100.0,-74.0,-80.0,-77,-76.0,-100.0,-70.0,-76.0,-80.0,-77,-100.0,-100.0,-84.0,-100.0,-86.0,-87.0,-100.0,-100.0,-83.0,-100.0,-84.0,-67.0,-78.0,-74.0,-81.0,-78,-88.0,-71.0,-75.0,-100.0,-73.0,-80.0,-100.0,-100.0,-75.0,-85.0,-74.0,-85.0,-87.0,-100.0,-100.0,-86.0,-83.0,-100.0,-66,-68.0,-80.0,-76.0,-74.0,-78.0,-78,-100.0,-100.0,-100.0,-92.0,-70.0,-73.0,-76.0,-80.0,-100.0,-100.0,-88.0,-100.0,-75.0,-74.0,-100.0,-86.0,-66,-100.0,-81.0,-68.0,-76.0,-79.0,-83.0,-100.0,-78.0,-76.0,-100.0,29,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-85.0,-85.0,-88.0,-85.0,-83.0,-88.0,-88.0,-100.0,-88.0,-89.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,671.8000000000003
-89.0,-100.0,-61.0,-74.0,-67.0,-70.0,-89.0,-92.0,-76.0,-100.0,-100.0,-73.0,-100.0,-100.0,-90.0,-100.0,-67,-100.0,-83.0,-76.0,-82.0,-100.0,-75.0,-81.0,-77,-78.0,-89.0,-61.0,-74.0,-89.0,-75,-100.0,-100.0,-88.0,-100.0,-86.0,-89.0,-100.0,-100.0,-76.0,-100.0,-82.0,-68.0,-81.0,-75.0,-81.0,-77,-89.0,-70.0,-78.0,-100.0,-68.0,-100.0,-100.0,-100.0,-76.0,-89.0,-73.0,-87.0,-88.0,-100.0,-100.0,-63.0,-76.0,-100.0,-67,-69.0,-81.0,-82.0,-75.0,-77.0,-75,-100.0,-100.0,-88.0,-100.0,-61.0,-68.0,-74.0,-100.0,-92.0,-92.0,-83.0,-100.0,-76.0,-73.0,-100.0,-86.0,-67,-100.0,-78.0,-68.0,-82.0,-81.0,-76.0,-81.0,-77.0,-79.0,-100.0,30,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-82.0,-100.0,-100.0,-92.0,-100.0,-84.0,-100.0,-90.0,-90.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-89.0,-82.0,-82.0,-100.0,-90.0,-100.0,-88.0,-87.0,-87.0,-91.0,-100.0,-91.0,-91.0,-92.0,-96.0,-91.0,-100.0,-91.0,-90.0,-90.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,686.0000000000003
-88.0,-92.0,-65.0,-77.0,-70.0,-73.0,-90.0,-100.0,-77.0,-100.0,-100.0,-72.0,-88.0,-100.0,-100.0,-100.0,-68,-100.0,-83.0,-74.0,-75.0,-100.0,-76.0,-84.0,-80,-81.0,-87.0,-65.0,-77.0,-91.0,-75,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-75.0,-100.0,-83.0,-69.0,-77.0,-76.0,-84.0,-80,-84.0,-73.0,-82.0,-100.0,-69.0,-100.0,-100.0,-100.0,-77.0,-100.0,-72.0,-83.0,-100.0,-100.0,-100.0,-90.0,-75.0,-100.0,-67,-69.0,-77.0,-75.0,-76.0,-80.0,-83,-100.0,-100.0,-88.0,-100.0,-65.0,-70.0,-77.0,-91.0,-100.0,-100.0,-84.0,-100.0,-77.0,-72.0,-100.0,-83.0,-67,-100.0,-80.0,-69.0,-75.0,-77.0,-75.0,-84.0,-79.0,-81.0,-100.0,31,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-84.0,-87.0,-85.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-87.0,-87.0,-90.0,-87.0,-87.0,-100.0,-85.0,-85.0,-85.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-85.0,-100.0,-100.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,700.2000000000004
-84.0,-89.0,-65.0,-77.0,-74.0,-73.0,-90.0,-93.0,-74.0,-89.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-74,-100.0,-80.0,-75.0,-75.0,-100.0,-78.0,-84.0,-80,-83.0,-83.0,-67.0,-77.0,-90.0,-75,-100.0,-100.0,-85.0,-100.0,-87.0,-100.0,-100.0,-100.0,-75.0,-100.0,-80.0,-73.0,-74.0,-78.0,-84.0,-79,-86.0,-73.0,-84.0,-100.0,-74.0,-90.0,-100.0,-100.0,-74.0,-84.0,-77.0,-87.0,-100.0,-100.0,-100.0,-91.0,-76.0,-100.0,-74,-73.0,-74.0,-75.0,-78.0,-79.0,-83,-100.0,-100.0,-83.0,-100.0,-65.0,-72.0,-77.0,-90.0,-100.0,-100.0,-78.0,-100.0,-74.0,-77.0,-100.0,-87.0,-74,-100.0,-81.0,-74.0,-75.0,-74.0,-75.0,-85.0,-80.0,-84.0,-100.0,32,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-80.0,-100.0,-100.0,-92.0,-100.0,-78.0,-85.0,-87.0,-87.0,-78.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,714.4000000000004
-84.0,-89.0,-65.0,-77.0,-74.0,-73.0,-90.0,-93.0,-74.0,-89.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-74,-100.0,-80.0,-75.0,-75.0,-100.0,-78.0,-84.0,-80,-83.0,-83.0,-67.0,-77.0,-90.0,-75,-100.0,-100.0,-85.0,-100.0,-87.0,-100.0,-100.0,-100.0,-75.0,-100.0,-80.0,-73.0,-74.0,-78.0,-84.0,-79,-86.0,-73.0,-84.0,-100.0,-74.0,-90.0,-100.0,-100.0,-74.0,-84.0,-77.0,-87.0,-100.0,-100.0,-100.0,-91.0,-76.0,-100.0,-74,-73.0,-74.0,-75.0,-78.0,-79.0,-83,-100.0,-100.0,-83.0,-100.0,-65.0,-72.0,-77.0,-90.0,-100.0,-100.0,-78.0,-100.0,-74.0,-77.0,-100.0,-87.0,-74,-100.0,-81.0,-74.0,-75.0,-74.0,-75.0,-85.0,-80.0,-84.0,-100.0,33,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-80.0,-100.0,-100.0,-92.0,-100.0,-78.0,-85.0,-87.0,-87.0,-78.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,545.0,728.6000000000005
